MonthYear,CPI,unrate,unrate_men,unrate_women,unrate_16_to_17,unrate_18_to_19,unrate_20_to_24,unrate_25_to_34,unrate_35_to_44,unrate_45_to_54,unrate_55_over,femaDeclarationString,disasterNumber,state,declarationType,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,tribalRequest,fipsStateCode,declarationRequestNumber,U.S. All Grades All Formulations Retail Gasoline Prices Dollars per Gallon,Energy Related CO2missions (Gigatonnes),Oil Production (Million barrels per day),Natural Gas Production (Billion Cubic Metres),Coal Production (million tons),Electricity Generation (Terawatt-hours),Hydroelectricity consumption in TWh,Nuclear energy consumption in TWh,Installed Solar Capacity (GW),Installed Wind Capacity in GW
01/1999,164.3,4.8,4.9,4.6,19.3,14.2,7.9,4.6,3.5,3.1,3.2,DR-1262-TN,1262,TN,DR,Severe Storm,"SEVERE STORMS, TORNADOES AND HIGH WINDS",0,1,1,1,0,47,99005,0.98,1.8666666666666665,71.83,194.9416666666667,374.9166666666667,1243.1666666666667,220.0,209.51333333333332,0.0,1.1333333333333333
01/1999,164.3,4.8,4.9,4.6,19.3,14.2,7.9,4.6,3.5,3.1,3.2,DR-1261-AL,1261,AL,DR,Severe Storm,RIV-SEVERE WINTER WX 12/23/98,0,0,1,0,0,1,99004,0.98,1.8666666666666665,71.83,194.9416666666667,374.9166666666667,1243.1666666666667,220.0,209.51333333333332,0.0,1.1333333333333333
01/1999,164.3,4.8,4.9,4.6,19.3,14.2,7.9,4.6,3.5,3.1,3.2,DR-1261-AL,1261,AL,DR,Severe Storm,RIV-SEVERE WINTER WX 12/23/98,0,0,1,1,0,1,99004,0.98,1.8666666666666665,71.83,194.9416666666667,374.9166666666667,1243.1666666666667,220.0,209.51333333333332,0.0,1.1333333333333333
01/1999,164.3,4.8,4.9,4.6,19.3,14.2,7.9,4.6,3.5,3.1,3.2,DR-1260-TN,1260,TN,DR,Severe Storm,SEVERE WINTER STORM,0,0,1,1,0,47,99003,0.98,1.8666666666666665,71.83,194.9416666666667,374.9166666666667,1243.1666666666667,220.0,209.51333333333332,0.0,1.1333333333333333
01/2000,168.8,4.5,4.6,4.3,15.0,12.5,8.2,4.1,3.4,3.1,3.0,FM-2356-NV,2356,NV,FM,Fire,NV - SPRING CREEK FIRE - 1999,0,0,1,0,0,32,99150,1.329,1.925,74.48,201.8166666666667,386.5,1296.3333333333333,226.1966666666667,214.5,0.10833333333333334,1.4166666666666667
01/2000,168.8,4.5,4.6,4.3,15.0,12.5,8.2,4.1,3.4,3.1,3.0,FM-2291-TX,2291,TX,FM,Fire,BOB'S TRAIL FIRE,0,0,1,0,0,48,5,1.329,1.925,74.48,201.8166666666667,386.5,1296.3333333333333,226.1966666666667,214.5,0.10833333333333334,1.4166666666666667
01/2000,168.8,4.5,4.6,4.3,15.0,12.5,8.2,4.1,3.4,3.1,3.0,FM-2290-TX,2290,TX,FM,Fire,PURGATORY FIRE,0,0,1,0,0,48,4,1.329,1.925,74.48,201.8166666666667,386.5,1296.3333333333333,226.1966666666667,214.5,0.10833333333333334,1.4166666666666667
01/2000,168.8,4.5,4.6,4.3,15.0,12.5,8.2,4.1,3.4,3.1,3.0,FM-2289-TX,2289,TX,FM,Fire,SADDLEBACK FIRE,0,0,1,0,0,48,3,1.329,1.925,74.48,201.8166666666667,386.5,1296.3333333333333,226.1966666666667,214.5,0.10833333333333334,1.4166666666666667
01/2000,168.8,4.5,4.6,4.3,15.0,12.5,8.2,4.1,3.4,3.1,3.0,DR-1313-SC,1313,SC,DR,Severe Storm,SEVERE WINTER STORM,0,0,1,0,0,45,12,1.329,1.925,74.48,201.8166666666667,386.5,1296.3333333333333,226.1966666666667,214.5,0.10833333333333334,1.4166666666666667
01/2000,168.8,4.5,4.6,4.3,15.0,12.5,8.2,4.1,3.4,3.1,3.0,DR-1313-SC,1313,SC,DR,Severe Storm,SEVERE WINTER STORM,0,0,1,1,0,45,12,1.329,1.925,74.48,201.8166666666667,386.5,1296.3333333333333,226.1966666666667,214.5,0.10833333333333334,1.4166666666666667
01/2000,168.8,4.5,4.6,4.3,15.0,12.5,8.2,4.1,3.4,3.1,3.0,DR-1312-NC,1312,NC,DR,Severe Storm,SEVERE WINTER STORM,0,0,1,1,0,37,11,1.329,1.925,74.48,201.8166666666667,386.5,1296.3333333333333,226.1966666666667,214.5,0.10833333333333334,1.4166666666666667
01/2000,168.8,4.5,4.6,4.3,15.0,12.5,8.2,4.1,3.4,3.1,3.0,DR-1311-GA,1311,GA,DR,Severe Storm,SEVERE WINTER STORM,0,0,1,1,0,13,10,1.329,1.925,74.48,201.8166666666667,386.5,1296.3333333333333,226.1966666666667,214.5,0.10833333333333334,1.4166666666666667
01/2000,168.8,4.5,4.6,4.3,15.0,12.5,8.2,4.1,3.4,3.1,3.0,DR-1310-KY,1310,KY,DR,Tornado,"TORNADOES, SEVERE STORMS, TORRENTIAL RAINS, AND FLASH FLOODING",0,0,1,0,0,21,7,1.329,1.925,74.48,201.8166666666667,386.5,1296.3333333333333,226.1966666666667,214.5,0.10833333333333334,1.4166666666666667
01/2000,168.8,4.5,4.6,4.3,15.0,12.5,8.2,4.1,3.4,3.1,3.0,DR-1310-KY,1310,KY,DR,Tornado,"TORNADOES, SEVERE STORMS, TORRENTIAL RAINS, AND FLASH FLOODING",0,1,0,0,0,21,7,1.329,1.925,74.48,201.8166666666667,386.5,1296.3333333333333,226.1966666666667,214.5,0.10833333333333334,1.4166666666666667
01/2000,168.8,4.5,4.6,4.3,15.0,12.5,8.2,4.1,3.4,3.1,3.0,DR-1310-KY,1310,KY,DR,Tornado,"TORNADOES, SEVERE STORMS, TORRENTIAL RAINS, AND FLASH FLOODING",0,1,1,1,0,21,7,1.329,1.925,74.48,201.8166666666667,386.5,1296.3333333333333,226.1966666666667,214.5,0.10833333333333334,1.4166666666666667
01/2001,175.1,4.7,5.0,4.3,18.1,12.4,8.0,4.7,3.5,3.1,3.1,EM-3163-WI,3163,WI,EM,Snowstorm,SNOW,0,0,1,0,0,55,1008,1.487,1.9583333333333333,74.49,206.4333333333333,405.0,1315.75,217.98333333333335,220.44000000000003,0.13333333333333333,2.0
01/2001,175.1,4.7,5.0,4.3,18.1,12.4,8.0,4.7,3.5,3.1,3.1,EM-3162-IN,3162,IN,EM,Snowstorm,SNOW,0,0,1,0,0,18,1007,1.487,1.9583333333333333,74.49,206.4333333333333,405.0,1315.75,217.98333333333335,220.44000000000003,0.13333333333333333,2.0
01/2001,175.1,4.7,5.0,4.3,18.1,12.4,8.0,4.7,3.5,3.1,3.1,EM-3161-IL,3161,IL,EM,Snowstorm,ILLINOIS WINTER SNOW STORMS,0,0,1,0,0,17,1003,1.487,1.9583333333333333,74.49,206.4333333333333,405.0,1315.75,217.98333333333335,220.44000000000003,0.13333333333333333,2.0
01/2001,175.1,4.7,5.0,4.3,18.1,12.4,8.0,4.7,3.5,3.1,3.1,EM-3160-MI,3160,MI,EM,Snowstorm,SNOW,0,0,1,0,0,26,178,1.487,1.9583333333333333,74.49,206.4333333333333,405.0,1315.75,217.98333333333335,220.44000000000003,0.13333333333333333,2.0
01/2001,175.1,4.7,5.0,4.3,18.1,12.4,8.0,4.7,3.5,3.1,3.1,FM-2352-TX,2352,TX,FM,Fire,TX - AMHURST STREET FIRE - 09/04/00,0,0,1,0,0,48,130,1.487,1.9583333333333333,74.49,206.4333333333333,405.0,1315.75,217.98333333333335,220.44000000000003,0.13333333333333333,2.0
01/2001,175.1,4.7,5.0,4.3,18.1,12.4,8.0,4.7,3.5,3.1,3.1,FM-2351-TX,2351,TX,FM,Fire,TX - ALSBURY FIRE - 08/29/00,0,0,1,0,0,48,112,1.487,1.9583333333333333,74.49,206.4333333333333,405.0,1315.75,217.98333333333335,220.44000000000003,0.13333333333333333,2.0
01/2001,175.1,4.7,5.0,4.3,18.1,12.4,8.0,4.7,3.5,3.1,3.1,DR-1358-VT,1358,VT,DR,Severe Storm,SEVERE STORMS AND FLOODING,0,0,1,1,0,50,1005,1.487,1.9583333333333333,74.49,206.4333333333333,405.0,1315.75,217.98333333333335,220.44000000000003,0.13333333333333333,2.0
01/2001,175.1,4.7,5.0,4.3,18.1,12.4,8.0,4.7,3.5,3.1,3.1,DR-1357-LA,1357,LA,DR,Severe Ice Storm,SEVERE WINTER ICE STORM,0,0,1,1,0,22,1004,1.487,1.9583333333333333,74.49,206.4333333333333,405.0,1315.75,217.98333333333335,220.44000000000003,0.13333333333333333,2.0
01/2001,175.1,4.7,5.0,4.3,18.1,12.4,8.0,4.7,3.5,3.1,3.1,DR-1356-TX,1356,TX,DR,Severe Ice Storm,SEVERE WINTER ICE STORM,0,0,1,0,0,48,1002,1.487,1.9583333333333333,74.49,206.4333333333333,405.0,1315.75,217.98333333333335,220.44000000000003,0.13333333333333333,2.0
01/2001,175.1,4.7,5.0,4.3,18.1,12.4,8.0,4.7,3.5,3.1,3.1,DR-1356-TX,1356,TX,DR,Severe Ice Storm,SEVERE WINTER ICE STORM,0,0,1,1,0,48,1002,1.487,1.9583333333333333,74.49,206.4333333333333,405.0,1315.75,217.98333333333335,220.44000000000003,0.13333333333333333,2.0
01/2001,175.1,4.7,5.0,4.3,18.1,12.4,8.0,4.7,3.5,3.1,3.1,DR-1356-TX,1356,TX,DR,Severe Ice Storm,SEVERE WINTER ICE STORM,0,1,1,1,0,48,1002,1.487,1.9583333333333333,74.49,206.4333333333333,405.0,1315.75,217.98333333333335,220.44000000000003,0.13333333333333333,2.0
01/2001,175.1,4.7,5.0,4.3,18.1,12.4,8.0,4.7,3.5,3.1,3.1,DR-1355-OK,1355,OK,DR,Severe Ice Storm,SEVERE WINTER ICE STORM,0,0,1,0,0,40,1001,1.487,1.9583333333333333,74.49,206.4333333333333,405.0,1315.75,217.98333333333335,220.44000000000003,0.13333333333333333,2.0
01/2001,175.1,4.7,5.0,4.3,18.1,12.4,8.0,4.7,3.5,3.1,3.1,DR-1355-OK,1355,OK,DR,Severe Ice Storm,SEVERE WINTER ICE STORM,0,1,0,0,0,40,1001,1.487,1.9583333333333333,74.49,206.4333333333333,405.0,1315.75,217.98333333333335,220.44000000000003,0.13333333333333333,2.0
01/2001,175.1,4.7,5.0,4.3,18.1,12.4,8.0,4.7,3.5,3.1,3.1,DR-1355-OK,1355,OK,DR,Severe Ice Storm,SEVERE WINTER ICE STORM,0,1,1,0,0,40,1001,1.487,1.9583333333333333,74.49,206.4333333333333,405.0,1315.75,217.98333333333335,220.44000000000003,0.13333333333333333,2.0
01/2002,177.1,6.3,6.8,5.7,18.9,16.3,10.7,6.7,5.2,4.4,4.0,DR-1400-AR,1400,AR,DR,Severe Storm,SEVERE STORMS AND FLOODING,0,0,1,0,0,5,2003,1.148,1.9833333333333334,74.95,209.90833333333333,409.5,1362.0833333333333,219.48666666666668,223.85,0.17500000000000002,2.5833333333333335
01/2002,177.1,6.3,6.8,5.7,18.9,16.3,10.7,6.7,5.2,4.4,4.0,DR-1400-AR,1400,AR,DR,Severe Storm,SEVERE STORMS AND FLOODING,0,0,1,1,0,5,2003,1.148,1.9833333333333334,74.95,209.90833333333333,409.5,1362.0833333333333,219.48666666666668,223.85,0.17500000000000002,2.5833333333333335
01/2003,181.7,6.5,7.2,5.6,18.7,17.2,10.4,6.9,5.2,4.5,4.7,FM-2466-CA,2466,CA,FM,Fire,CA - WILDFIRE (PACIFIC FIRE) - 01-06-2003,0,0,1,0,0,6,3004,1.5,2.0749999999999997,77.57,218.04999999999998,438.5833333333333,1410.3333333333333,219.41333333333333,219.37666666666667,0.21666666666666667,3.25
01/2003,181.7,6.5,7.2,5.6,18.7,17.2,10.4,6.9,5.2,4.5,4.7,DR-1451-SC,1451,SC,DR,Severe Ice Storm,SEVERE ICE STORM,0,0,1,1,0,45,2157,1.5,2.0749999999999997,77.57,218.04999999999998,438.5833333333333,1410.3333333333333,219.41333333333333,219.37666666666667,0.21666666666666667,3.25
01/2003,181.7,6.5,7.2,5.6,18.7,17.2,10.4,6.9,5.2,4.5,4.7,DR-1450-AR,1450,AR,DR,Severe Ice Storm,SEVERE ICE STORM,0,0,1,0,0,5,2155,1.5,2.0749999999999997,77.57,218.04999999999998,438.5833333333333,1410.3333333333333,219.41333333333333,219.37666666666667,0.21666666666666667,3.25
01/2003,181.7,6.5,7.2,5.6,18.7,17.2,10.4,6.9,5.2,4.5,4.7,DR-1450-AR,1450,AR,DR,Severe Ice Storm,SEVERE ICE STORM,0,0,1,1,0,5,2155,1.5,2.0749999999999997,77.57,218.04999999999998,438.5833333333333,1410.3333333333333,219.41333333333333,219.37666666666667,0.21666666666666667,3.25
01/2003,181.7,6.5,7.2,5.6,18.7,17.2,10.4,6.9,5.2,4.5,4.7,DR-1449-FM,1449,FM,DR,Typhoon,TYPHOON PONGSONA,0,0,1,0,0,64,3001,1.5,2.0749999999999997,77.57,218.04999999999998,438.5833333333333,1410.3333333333333,219.41333333333333,219.37666666666667,0.21666666666666667,3.25
01/2004,185.2,6.3,6.7,5.8,18.4,16.9,10.7,6.6,5.0,4.5,4.1,EM-3194-ME,3194,ME,EM,Snowstorm,SNOW,0,0,1,0,0,23,4006,1.614,2.1666666666666665,80.97,224.04166666666666,471.9166666666667,1477.25,233.12666666666667,229.13,0.30833333333333335,4.0
01/2004,185.2,6.3,6.7,5.8,18.4,16.9,10.7,6.6,5.0,4.5,4.1,EM-3193-NH,3193,NH,EM,Snowstorm,SNOW,0,0,1,0,0,33,4003,1.614,2.1666666666666665,80.97,224.04166666666666,471.9166666666667,1477.25,233.12666666666667,229.13,0.30833333333333335,4.0
01/2004,185.2,6.3,6.7,5.8,18.4,16.9,10.7,6.6,5.0,4.5,4.1,EM-3192-CT,3192,CT,EM,Snowstorm,SNOW,0,0,1,0,0,9,4005,1.614,2.1666666666666665,80.97,224.04166666666666,471.9166666666667,1477.25,233.12666666666667,229.13,0.30833333333333335,4.0
01/2004,185.2,6.3,6.7,5.8,18.4,16.9,10.7,6.6,5.0,4.5,4.1,EM-3191-MA,3191,MA,EM,Snowstorm,SNOW,0,0,1,0,0,25,4004,1.614,2.1666666666666665,80.97,224.04166666666666,471.9166666666667,1477.25,233.12666666666667,229.13,0.30833333333333335,4.0
01/2004,185.2,6.3,6.7,5.8,18.4,16.9,10.7,6.6,5.0,4.5,4.1,EM-3190-ME,3190,ME,EM,Snowstorm,SNOW,0,0,1,0,0,23,3142,1.614,2.1666666666666665,80.97,224.04166666666666,471.9166666666667,1477.25,233.12666666666667,229.13,0.30833333333333335,4.0
01/2004,185.2,6.3,6.7,5.8,18.4,16.9,10.7,6.6,5.0,4.5,4.1,DR-1507-OH,1507,OH,DR,Severe Storm,"SEVERE STORMS, FLOODING, MUDSLIDES, AND LANDSLIDES",0,0,1,1,0,39,4008,1.614,2.1666666666666665,80.97,224.04166666666666,471.9166666666667,1477.25,233.12666666666667,229.13,0.30833333333333335,4.0
01/2004,185.2,6.3,6.7,5.8,18.4,16.9,10.7,6.6,5.0,4.5,4.1,DR-1507-OH,1507,OH,DR,Severe Storm,"SEVERE STORMS, FLOODING, MUDSLIDES, AND LANDSLIDES",1,1,0,1,0,39,4008,1.614,2.1666666666666665,80.97,224.04166666666666,471.9166666666667,1477.25,233.12666666666667,229.13,0.30833333333333335,4.0
01/2004,185.2,6.3,6.7,5.8,18.4,16.9,10.7,6.6,5.0,4.5,4.1,DR-1507-OH,1507,OH,DR,Severe Storm,"SEVERE STORMS, FLOODING, MUDSLIDES, AND LANDSLIDES",1,1,1,1,0,39,4008,1.614,2.1666666666666665,80.97,224.04166666666666,471.9166666666667,1477.25,233.12666666666667,229.13,0.30833333333333335,4.0
01/2004,185.2,6.3,6.7,5.8,18.4,16.9,10.7,6.6,5.0,4.5,4.1,DR-1506-AS,1506,AS,DR,Typhoon,"HIGH WINDS, HIGH SURF, AND HEAVY RAINFALL ASSOCIATED WITH TROPCIAL CYCLONE HETA",1,1,1,1,0,60,4002,1.614,2.1666666666666665,80.97,224.04166666666666,471.9166666666667,1477.25,233.12666666666667,229.13,0.30833333333333335,4.0
01/2004,185.2,6.3,6.7,5.8,18.4,16.9,10.7,6.6,5.0,4.5,4.1,DR-1505-CA,1505,CA,DR,Earthquake,EARTHQUAKE,0,0,1,1,0,6,4001,1.614,2.1666666666666665,80.97,224.04166666666666,471.9166666666667,1477.25,233.12666666666667,229.13,0.30833333333333335,4.0
01/2004,185.2,6.3,6.7,5.8,18.4,16.9,10.7,6.6,5.0,4.5,4.1,DR-1505-CA,1505,CA,DR,Earthquake,EARTHQUAKE,1,1,1,1,0,6,4001,1.614,2.1666666666666665,80.97,224.04166666666666,471.9166666666667,1477.25,233.12666666666667,229.13,0.30833333333333335,4.0
01/2005,190.7,5.7,6.2,5.2,18.8,15.2,10.5,5.8,4.5,4.0,3.9,EM-3198-OH,3198,OH,EM,Snowstorm,SNOW,0,0,1,0,0,39,5001,1.875,2.25,82.01,230.86666666666667,501.8333333333333,1537.8333333333333,242.84333333333333,229.79,0.425,4.916666666666667
01/2005,190.7,5.7,6.2,5.2,18.8,15.2,10.5,5.8,4.5,4.0,3.9,EM-3197-IN,3197,IN,EM,Snowstorm,SNOW,0,0,1,0,0,18,4138,1.875,2.25,82.01,230.86666666666667,501.8333333333333,1537.8333333333333,242.84333333333333,229.79,0.425,4.916666666666667
01/2005,190.7,5.7,6.2,5.2,18.8,15.2,10.5,5.8,4.5,4.0,3.9,DR-1573-IN,1573,IN,DR,Severe Storm,SEVERE WINTER STORMS AND FLOODING,0,0,1,1,0,18,5007,1.875,2.25,82.01,230.86666666666667,501.8333333333333,1537.8333333333333,242.84333333333333,229.79,0.425,4.916666666666667
01/2005,190.7,5.7,6.2,5.2,18.8,15.2,10.5,5.8,4.5,4.0,3.9,DR-1573-IN,1573,IN,DR,Severe Storm,SEVERE WINTER STORMS AND FLOODING,1,1,0,1,0,18,5007,1.875,2.25,82.01,230.86666666666667,501.8333333333333,1537.8333333333333,242.84333333333333,229.79,0.425,4.916666666666667
01/2005,190.7,5.7,6.2,5.2,18.8,15.2,10.5,5.8,4.5,4.0,3.9,DR-1573-IN,1573,IN,DR,Severe Storm,SEVERE WINTER STORMS AND FLOODING,1,1,1,1,0,18,5007,1.875,2.25,82.01,230.86666666666667,501.8333333333333,1537.8333333333333,242.84333333333333,229.79,0.425,4.916666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2628-OK,2628,OK,FM,Fire,SPERRY FIRE,0,0,1,0,0,40,6058,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2627-OK,2627,OK,FM,Fire,PAOLI FIRE,0,0,1,0,0,40,6060,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2626-OK,2626,OK,FM,Fire,RYAN FIRE,0,0,1,0,0,40,6055,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2625-OK,2625,OK,FM,Fire,KIEFER FIRE,0,0,1,0,0,40,6059,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2624-OK,2624,OK,FM,Fire,STECKER FIRE,0,0,1,0,0,40,6056,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2623-OK,2623,OK,FM,Fire,NORTH STILLWATER FIRE,0,0,1,0,0,40,6057,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2622-TX,2622,TX,FM,Fire,ORCHARD FIRE,0,0,1,0,0,48,6042,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2621-TX,2621,TX,FM,Fire,HUNTINGTON BROOK FIRE,0,0,1,0,0,48,6041,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2620-TX,2620,TX,FM,Fire,CADDO FIRE,0,0,1,0,0,48,6038,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2619-TX,2619,TX,FM,Fire,LOCKHART FIRE,0,0,1,0,0,48,6039,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2618-OK,2618,OK,FM,Fire,RATCLIFF FIRE,0,0,1,0,0,40,6037,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2617-TX,2617,TX,FM,Fire,NIEDERWALD FIRE,0,0,1,0,0,48,6032,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2616-OK,2616,OK,FM,Fire,HENRYETTA FIRE,0,0,1,0,0,40,6025,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2615-OK,2615,OK,FM,Fire,MCNALLY FLATS FIRE,0,0,1,0,0,40,6023,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2614-TX,2614,TX,FM,Fire,HAWKINS FIRE,0,0,1,0,0,48,6033,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2613-CO,2613,CO,FM,Fire,MAURICIO CANYON FIRE,0,0,1,0,0,8,6019,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2612-TX,2612,TX,FM,Fire,CEDAR CREEK FIRE,0,0,1,0,0,48,6034,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2611-TX,2611,TX,FM,Fire,MILL CREEK FIRE,0,0,1,0,0,48,6015,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2610-TX,2610,TX,FM,Fire,ROSEWOOD FIRE,0,0,1,0,0,48,6017,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2609-TX,2609,TX,FM,Fire,BULVERDE FIRE,0,0,1,0,0,48,6016,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2608-OK,2608,OK,FM,Fire,EUFAULA FIRE,0,0,1,0,0,40,6012,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2607-OK,2607,OK,FM,Fire,63RD STREET FIRE,0,0,1,0,0,40,6007,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2606-OK,2606,OK,FM,Fire,PRAGUE FIRE,0,0,1,0,0,40,6026,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2605-OK,2605,OK,FM,Fire,SAPULPA FIRE COMPLEX,0,0,1,0,0,40,6028,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2604-OK,2604,OK,FM,Fire,GUTHRIE FIRE,0,0,1,0,0,40,6018,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2603-OK,2603,OK,FM,Fire,CASHION FIRE COMPLEX,0,0,1,0,0,40,6011,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2602-OK,2602,OK,FM,Fire,BETHEL ACRES FIRE,0,0,1,0,0,40,6005,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
01/2006,198.3,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,FM-2601-OK,2601,OK,FM,Fire,SHAMROCK FIRE COMPLEX,0,0,1,0,0,40,6004,2.36,2.316666666666667,82.48,239.11666666666667,530.5833333333334,1596.25,251.97333333333333,232.90666666666667,0.5583333333333333,6.166666666666667
